# m n gcd s d s%2 s%3 s%4 s%6 s%12 s%24 m*n m^2+n^2 m^2-n^2 sp m%2 n%2 m%3 n%3 m%4 n%4 om_m om_n big_m big_n tag
59 48 1 107 11 1 2 3 5 11 11 2832 5785 1177 1 1 0 2 0 3 0 1 2 1 5 R0
59 52 1 111 7 1 0 3 3 3 15 3068 6185 777 0 1 0 2 1 3 0 1 2 1 3 R0
59 58 1 117 1 1 0 1 3 9 21 3422 6845 117 0 1 0 2 1 3 2 1 2 1 2 R0
60 19 1 79 41 1 1 3 1 7 7 1140 3961 3239 1 0 1 0 1 0 3 3 1 4 1 R0
60 23 1 83 37 1 2 3 5 11 11 1380 4129 3071 1 0 1 0 2 0 3 3 1 4 1 R0
60 29 1 89 31 1 2 1 5 5 17 1740 4441 2759 1 0 1 0 2 0 1 3 1 4 1 R0
60 31 1 91 29 1 1 3 1 7 19 1860 4561 2639 0 0 1 0 1 0 3 3 1 4 1 R0
60 37 1 97 23 1 1 1 1 1 1 2220 4969 2231 1 0 1 0 1 0 1 3 1 4 1 R0
60 47 1 107 13 1 2 3 5 11 11 2820 5809 1391 1 0 1 0 2 0 3 3 1 4 1 R0
60 53 1 113 7 1 2 1 5 5 17 3180 6409 791 1 0 1 0 2 0 1 3 1 4 1 R0
61 4 1 65 57 1 2 1 5 5 17 244 3737 3705 0 1 0 1 1 1 0 1 1 1 2 R0
61 8 1 69 53 1 0 1 3 9 21 488 3785 3657 0 1 0 1 2 1 0 1 1 1 3 R0
61 16 1 77 45 1 2 1 5 5 5 976 3977 3465 0 1 0 1 1 1 0 1 1 1 4 R0
61 24 1 85 37 1 1 1 1 1 13 1464 4297 3145 0 1 0 1 0 1 0 1 2 1 4 R0
61 26 1 87 35 1 0 3 3 3 15 1586 4397 3045 0 1 0 1 2 1 2 1 2 1 2 R0
61 28 1 89 33 1 2 1 5 5 17 1708 4505 2937 1 1 0 1 1 1 0 1 2 1 3 R0
61 44 1 105 17 1 0 1 3 9 9 2684 5657 1785 0 1 0 1 2 1 0 1 2 1 3 R0
61 46 1 107 15 1 2 3 5 11 11 2806 5837 1605 1 1 0 1 1 1 2 1 2 1 2 R0
62 5 1 67 57 1 1 3 1 7 19 310 3869 3819 1 0 1 2 2 2 1 2 1 2 1 R0
62 23 1 85 39 1 1 1 1 1 13 1426 4373 3315 0 0 1 2 2 2 3 2 1 2 1 R0
62 25 1 87 37 1 0 3 3 3 15 1550 4469 3219 0 0 1 2 1 2 1 2 1 2 2 R0
62 27 1 89 35 1 2 1 5 5 17 1674 4573 3115 1 0 1 2 0 2 3 2 1 2 3 R0
62 41 1 103 21 1 1 3 1 7 7 2542 5525 2163 1 0 1 2 2 2 1 2 1 2 1 R0
63 26 1 89 37 1 2 1 5 5 17 1638 4645 3293 1 1 0 0 2 3 2 2 2 3 2 R0
63 32 1 95 31 1 2 3 5 11 23 2016 4993 2945 0 1 0 0 2 3 0 2 1 3 5 R0
63 44 1 107 19 1 2 3 5 11 11 2772 5905 2033 1 1 0 0 2 3 0 2 2 3 3 R0
63 50 1 113 13 1 2 1 5 5 17 3150 6469 1469 1 1 0 0 2 3 2 2 2 3 3 R0
63 58 1 121 5 1 1 1 1 1 1 3654 7333 605 0 1 0 0 1 3 2 2 2 3 2 R0
63 62 1 125 1 1 2 1 5 5 5 3906 7813 125 0 1 0 0 2 3 2 2 2 3 2 R0
64 3 1 67 61 1 1 3 1 7 19 192 4105 4087 1 0 1 1 0 0 3 1 1 6 1 R0
64 5 1 69 59 1 0 1 3 9 21 320 4121 4071 0 0 1 1 2 0 1 1 1 6 1 R0
64 13 1 77 51 1 2 1 5 5 5 832 4265 3927 0 0 1 1 1 0 1 1 1 6 1 R0
64 15 1 79 49 1 1 3 1 7 7 960 4321 3871 1 0 1 1 0 0 3 1 2 6 2 R0
64 23 1 87 41 1 0 3 3 3 15 1472 4625 3567 0 0 1 1 2 0 3 1 1 6 1 R0
64 29 1 93 35 1 0 1 3 9 21 1856 4937 3255 0 0 1 1 2 0 1 1 1 6 1 R0
64 31 1 95 33 1 2 3 5 11 23 1984 5057 3135 0 0 1 1 1 0 3 1 1 6 1 R0
64 35 1 99 29 1 0 3 3 3 3 2240 5321 2871 0 0 1 1 2 0 3 1 2 6 2 R0
64 43 1 107 21 1 2 3 5 11 11 2752 5945 2247 1 0 1 1 1 0 3 1 1 6 1 R0
64 45 1 109 19 1 1 1 1 1 13 2880 6121 2071 1 0 1 1 0 0 1 1 2 6 3 R0
64 47 1 111 17 1 0 3 3 3 15 3008 6305 1887 0 0 1 1 2 0 3 1 1 6 1 R0
64 51 1 115 13 1 1 3 1 7 19 3264 6697 1495 0 0 1 1 0 0 3 1 2 6 2 R0
64 57 1 121 7 1 1 1 1 1 1 3648 7345 847 0 0 1 1 0 0 1 1 2 6 2 R0
64 59 1 123 5 1 0 3 3 3 3 3776 7577 615 0 0 1 1 2 0 3 1 1 6 1 R0
64 61 1 125 3 1 2 1 5 5 5 3904 7817 375 0 0 1 1 1 0 1 1 1 6 1 R0
64 63 1 127 1 1 1 3 1 7 7 4032 8065 127 1 0 1 1 0 0 3 1 2 6 3 R0
65 8 1 73 57 1 1 1 1 1 1 520 4289 4161 1 1 0 2 2 1 0 2 1 2 3 R0
65 14 1 79 51 1 1 3 1 7 7 910 4421 4029 1 1 0 2 2 1 2 2 2 2 2 R0
65 18 1 83 47 1 2 3 5 11 11 1170 4549 3901 1 1 0 2 0 1 2 2 2 2 3 R0
65 46 1 111 19 1 0 3 3 3 15 2990 6341 2109 0 1 0 2 1 1 2 2 2 2 2 R0
66 5 1 71 61 1 2 3 5 11 23 330 4381 4331 1 0 1 0 2 2 1 3 1 3 1 R0
66 17 1 83 49 1 2 3 5 11 11 1122 4645 4067 1 0 1 0 2 2 1 3 1 3 1 R0
66 19 1 85 47 1 1 1 1 1 13 1254 4717 3995 0 0 1 0 1 2 3 3 1 3 1 R0
66 25 1 91 41 1 1 3 1 7 19 1650 4981 3731 0 0 1 0 1 2 1 3 1 3 2 R0
66 47 1 113 19 1 2 1 5 5 17 3102 6565 2147 1 0 1 0 2 2 3 3 1 3 1 R0
66 49 1 115 17 1 1 3 1 7 19 3234 6757 1955 0 0 1 0 1 2 1 3 1 3 2 R0
66 59 1 125 7 1 2 1 5 5 5 3894 7837 875 0 0 1 0 2 2 3 3 1 3 1 R0
67 2 1 69 65 1 0 1 3 9 21 134 4493 4485 0 1 0 1 2 3 2 1 1 1 1 R0
67 10 1 77 57 1 2 1 5 5 5 670 4589 4389 0 1 0 1 1 3 2 1 2 1 2 R0
67 14 1 81 53 1 0 1 3 9 9 938 4685 4293 0 1 0 1 2 3 2 1 2 1 2 R0
67 18 1 85 49 1 1 1 1 1 13 1206 4813 4165 0 1 0 1 0 3 2 1 2 1 3 R0
67 22 1 89 45 1 2 1 5 5 17 1474 4973 4005 1 1 0 1 1 3 2 1 2 1 2 R0
67 24 1 91 43 1 1 3 1 7 19 1608 5065 3913 0 1 0 1 0 3 0 1 2 1 4 R0
67 30 1 97 37 1 1 1 1 1 1 2010 5389 3589 1 1 0 1 0 3 2 1 3 1 3 R0
67 34 1 101 33 1 2 1 5 5 5 2278 5645 3333 1 1 0 1 1 3 2 1 2 1 2 R0
67 36 1 103 31 1 1 3 1 7 7 2412 5785 3193 1 1 0 1 0 3 0 1 2 1 4 R0
67 38 1 105 29 1 0 1 3 9 9 2546 5933 3045 0 1 0 1 2 3 2 1 2 1 2 R0
67 46 1 113 21 1 2 1 5 5 17 3082 6605 2373 1 1 0 1 1 3 2 1 2 1 2 R0
67 50 1 117 17 1 0 1 3 9 21 3350 6989 1989 0 1 0 1 2 3 2 1 2 1 3 R0
